"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","8/379","85/28928",0.0941176470588235,7.18373428527084,6.57833400048367,1.61177066364043e-05,0.000320391531848794,0.000205828541093433,"Atp1b2/Neto1/Kcnip3/Rgs7/Cav1/Dpp6/Atp1b1/Kcnip1",8
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","9/379","111/28928",0.0810810810810811,6.18869000927049,6.3106004458705,1.61368568890877e-05,0.000320391531848794,0.000205828541093433,"Dscam/Pcdh15/Pcdh10/Ptprt/Cadm2/Igsf9b/Cdh11/Celsr3/Plxnb3",9
"GO:0021954","GO:0021954","central nervous system neuron development","9/379","111/28928",0.0810810810810811,6.18869000927049,6.3106004458705,1.61368568890877e-05,0.000320391531848794,0.000205828541093433,"Ascl1/Brinp1/Ntrk2/Scn1b/Prkca/Nhlh2/Cdh11/Cntn2/Prdm8",9
"GO:1902476","GO:1902476","chloride transmembrane transport","9/379","111/28928",0.0810810810810811,6.18869000927049,6.3106004458705,1.61368568890877e-05,0.000320391531848794,0.000205828541093433,"Slc1a1/Ttyh1/Gabra3/Slc6a1/Slc1a3/Slc12a4/Gabrg3/Slc17a6/Gabrg1",9
"GO:1901888","GO:1901888","regulation of cell junction assembly","15/379","309/28928",0.0485436893203883,3.70520275635935,5.50842811331489,1.62664254747466e-05,0.000320391531848794,0.000205828541093433,"Lrp1/Nlgn3/Adgrb1/Dock10/Slitrk3/Ptprj/Cav1/Slitrk2/Ntrk2/Adgrl3/Il1rap/Lrrtm3/Mdga2/Pik3r1/Prkca",15
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","11/379","170/28928",0.0647058823529412,4.9388173211237,5.93453659941004,1.62751035810308e-05,0.000320391531848794,0.000205828541093433,"Rap1gap/Cav1/Ptn/Sox2/Dab2/Apoe/Lims2/Sparc/Cav2/B2m/Bmp4",11
"GO:0098656","GO:0098656","monoatomic anion transmembrane transport","10/379","140/28928",0.0714285714285714,5.45194119864305,6.08392067436669,1.678596705706e-05,0.00032885969114192,0.000211268725055203,"Slc1a1/Ttyh1/Gabra3/Slc6a1/Slc1a3/Slc12a4/Gabrg3/Slc17a6/Slc4a4/Gabrg1",10
"GO:0070570","GO:0070570","regulation of neuron projection regeneration","6/379","42/28928",0.142857142857143,10.9038823972861,7.40052055024978,1.71211740750866e-05,0.000332232306457038,0.000213435388093937,"Lrp1/Xylt1/Tnr/Prrx1/Ptn/Omg",6
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","6/379","42/28928",0.142857142857143,10.9038823972861,7.40052055024978,1.71211740750866e-05,0.000332232306457038,0.000213435388093937,"Abcg1/Mfsd2a/Lcat/Pla2g7/Apoe/Soat1",6
"GO:0006835","GO:0006835","dicarboxylic acid transport","9/379","112/28928",0.0803571428571429,6.13343384847343,6.27156584064835,1.73468482190898e-05,0.000333435879682976,0.000214208597422425,"Kcnj10/Adora1/Slc1a1/P2rx7/Ttyh1/Slc1a3/Ntrk2/Slc25a18/Slc17a6",9
"GO:0035418","GO:0035418","protein localization to synapse","9/379","112/28928",0.0803571428571429,6.13343384847343,6.27156584064835,1.73468482190898e-05,0.000333435879682976,0.000214208597422425,"Neto1/Nlgn3/C1ql2/Zdhhc2/Slitrk3/Nrxn3/Olfm2/Tmem108/Reln",9
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","11/379","172/28928",0.063953488372093,4.88138921273854,5.88251486070858,1.81557102003656e-05,0.000347345159936573,0.000223144310690928,"Ptprz1/Cspg4/Cntn1/Pdgfra/Plpp3/Ptprj/Gfra1/Reln/Cav2/Tgfa/Fyn",11
"GO:0001654","GO:0001654","eye development","19/379","473/28928",0.040169133192389,3.06599653031512,5.21983428617802,1.84482490276776e-05,0.000351292592466291,0.000225680252493036,"Dscam/Pdgfra/Slc1a1/Spry1/Rhoj/Cryab/Stat3/Bmp7/Ntrk2/Ptn/Sox2/Mfsd2a/Slc17a6/Lhx1/Sox8/Mab21l1/Megf11/Neurod1/Bmp4",19
"GO:0010469","GO:0010469","regulation of signaling receptor activity","9/379","113/28928",0.079646017699115,6.07915567282322,6.2330022855131,1.86331843016757e-05,0.000353163841996876,0.00022688239587891,"Cacng4/Neto1/Shisa7/Nlgn3/Slc6a9/Ptprj/Shisa9/Reln/Shisa6",9
"GO:0098870","GO:0098870","action potential propagation","4/379","13/28928",0.307692307692308,23.4852851633854,9.34295657005367,1.88841600656311e-05,0.000356263667904846,0.000228873811321757,"Atp1a2/Ntrk2/Scn1b/Pmp22",4
"GO:0014032","GO:0014032","neural crest cell development","8/379","87/28928",0.0919540229885057,7.01859096836806,6.477764432509,1.91308630596781e-05,0.000358237818767621,0.000230142061420749,"Sox10/Ednrb/Sema3d/Sema5b/Bmp7/Sema5a/Sox8/Bmp4",8
"GO:0006820","GO:0006820","monoatomic anion transport","11/379","173/28928",0.0635838150289017,4.85317309012155,5.85680462320369,1.91646244150531e-05,0.000358237818767621,0.000230142061420749,"Slc1a1/Ttyh1/Gabra3/Slc6a1/Slc1a3/Slc12a4/Gabrg3/Prkg2/Slc17a6/Slc4a4/Gabrg1",11
"GO:0010721","GO:0010721","negative regulation of cell development","15/379","314/28928",0.0477707006369427,3.64620271246828,5.43218435461,1.96201074219782e-05,0.00036286499157238,0.0002331146875145,"Tnr/Gpr37l1/Tmem176a/Sox10/Ednrb/Tmem176b/Qki/Bmp7/Brinp1/Ptn/Sema5a/Sirt2/Pik3r1/B2m/Bmp4",15
"GO:0045165","GO:0045165","cell fate commitment","15/379","314/28928",0.0477707006369427,3.64620271246828,5.43218435461,1.96201074219782e-05,0.00036286499157238,0.0002331146875145,"Olig1/Epas1/Olig2/Ascl1/Eya1/Prrx1/Sox6/Stat3/Hey2/Sox2/Nkx2-2/Sox8/Neurod1/Gsx1/Bmp4",15
"GO:0099174","GO:0099174","regulation of presynapse organization","6/379","43/28928",0.13953488372093,10.6503037368841,7.29650487581211,1.96793038374223e-05,0.00036286499157238,0.0002331146875145,"Nlgn3/Slitrk3/Slitrk2/Il1rap/Lrrtm3/Mdga2",6
"GO:0150063","GO:0150063","visual system development","19/379","476/28928",0.0399159663865546,3.04667302277111,5.18765867846879,2.0122766075266e-05,0.000369370593498689,0.000237294069365512,"Dscam/Pdgfra/Slc1a1/Spry1/Rhoj/Cryab/Stat3/Bmp7/Ntrk2/Ptn/Sox2/Mfsd2a/Slc17a6/Lhx1/Sox8/Mab21l1/Megf11/Neurod1/Bmp4",19
"GO:0051963","GO:0051963","regulation of synapse assembly","12/379","208/28928",0.0576923076923077,4.40349096813477,5.67596755960034,2.13734963069701e-05,0.000390569495295529,0.000250912840762023,"Nlgn3/Adgrb1/Dock10/Slitrk3/Slitrk2/Ntrk2/Adgrl3/Il1rap/Lrrtm3/Mdga2/Pik3r1/Prkca",12
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","12/379","209/28928",0.0574162679425837,4.382421633359,5.65447231465051,2.24124351583967e-05,0.000407286763877066,0.000261652484794902,"Cacng4/Atp1b2/Neto1/Nlgn3/Slc6a9/Cav1/Atp1a2/Scn1b/Atp1b1/Shisa9/Ehd3/Reln",12
"GO:0015698","GO:0015698","inorganic anion transport","11/379","176/28928",0.0625,4.77044854881266,5.78084300867306,2.24882262263411e-05,0.000407286763877066,0.000261652484794902,"Slc1a1/Ttyh1/Gabra3/Slc6a1/Slc1a3/Slc12a4/Gabrg3/Prkg2/Slc17a6/Slc4a4/Gabrg1",11
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","13/379","244/28928",0.0532786885245902,4.06661187767637,5.54255130901725,2.26662365913089e-05,0.000408694310219397,0.000262556732196484,"Ptprz1/Cspg4/Cntn1/Pdgfra/Plpp3/Ptprj/Cav1/Gfra1/Prkca/Reln/Cav2/Tgfa/Fyn",13
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","11/379","177/28928",0.0621468926553672,4.74349686209621,5.75590320247271,2.37016155030509e-05,0.000425480542620847,0.00027334068052904,"Ascl1/Spry1/Bmp7/Cav1/Hey2/Tmem100/Sox2/Ajap1/Nkx2-2/Lhx1/Bmp4",11
"GO:0002028","GO:0002028","regulation of sodium ion transport","8/379","90/28928",0.0888888888888889,6.78463793608912,6.33272632314072,2.45283887282155e-05,0.000437228795686994,0.000280888089085839,"Atp1b2/Serpine2/Neto1/Cntn1/P2rx7/Atp1a2/Scn1b/Atp1b1",8
"GO:0048880","GO:0048880","sensory system development","19/379","483/28928",0.0393374741200828,3.00251834128168,5.11355523390216,2.45706488864593e-05,0.000437228795686994,0.000280888089085839,"Dscam/Pdgfra/Slc1a1/Spry1/Rhoj/Cryab/Stat3/Bmp7/Ntrk2/Ptn/Sox2/Mfsd2a/Slc17a6/Lhx1/Sox8/Mab21l1/Megf11/Neurod1/Bmp4",19
"GO:0050770","GO:0050770","regulation of axonogenesis","11/379","178/28928",0.0617977528089888,4.71684800332039,5.73114940962431,2.49712019871721e-05,0.000442424556946636,0.000284225992412343,"Lrp1/Dscam/Tnr/Lrrc4c/Ntrk2/Metrn/Sema5a/Omg/Apoe/Cntn2/Plxnb3",11
"GO:0099171","GO:0099171","presynaptic modulation of chemical synaptic transmission","7/379","66/28928",0.106060606060606,8.09530662828816,6.6489914975077,2.51240143909111e-05,0.000443123085435814,0.000284674746781755,"P2rx7/Hip1/Chrna4/Grin3a/Chrna3/Nrxn3/Prkca",7
"GO:0040013","GO:0040013","negative regulation of locomotion","16/379","360/28928",0.0444444444444444,3.39231896804456,5.2626715738129,2.52281118579408e-05,0.000443123085435814,0.000284674746781755,"Lrp1/Atp1b2/Abhd2/Adora1/Adgrb1/Stat3/Ptprj/Cav1/Ptn/Sema5a/Igfbp3/Ptprt/Apoe/Cdh11/Plxnb3/Cnn2",16
"GO:1902414","GO:1902414","protein localization to cell junction","10/379","147/28928",0.0680272108843537,5.19232495108862,5.87133036829912,2.56270045927241e-05,0.00044408333563276,0.000285291638545347,"Neto1/Nlgn3/C1ql2/Zdhhc2/Slitrk3/Hepacam/Nrxn3/Olfm2/Tmem108/Reln",10
"GO:0001504","GO:0001504","neurotransmitter uptake","6/379","45/28928",0.133333333333333,10.1769569041337,7.09838664565302,2.57186913397132e-05,0.00044408333563276,0.000285291638545347,"Kcnj10/Slc6a9/Slc6a1/Atp1a2/Slc17a6/Slc6a11",6
"GO:0051938","GO:0051938","L-glutamate import","6/379","45/28928",0.133333333333333,10.1769569041337,7.09838664565302,2.57186913397132e-05,0.00044408333563276,0.000285291638545347,"Kcnj10/Slc1a1/Ttyh1/Slc1a3/Slc25a18/Slc17a6",6
"GO:1904861","GO:1904861","excitatory synapse assembly","6/379","45/28928",0.133333333333333,10.1769569041337,7.09838664565302,2.57186913397132e-05,0.00044408333563276,0.000285291638545347,"C1ql2/Slitrk3/Csmd2/Nrxn3/Il1rap/Reln",6
"GO:0048484","GO:0048484","enteric nervous system development","4/379","14/28928",0.285714285714286,21.8077647945722,8.97245341271543,2.61646278486034e-05,0.000446112378590204,0.000286595152871511,"Ascl1/Sox10/Ednrb/Sox8",4
"GO:0097113","GO:0097113","AMPA glutamate receptor clustering","4/379","14/28928",0.285714285714286,21.8077647945722,8.97245341271543,2.61646278486034e-05,0.000446112378590204,0.000286595152871511,"Shisa7/Zdhhc2/Apoe/Shisa6",4
"GO:0097688","GO:0097688","glutamate receptor clustering","4/379","14/28928",0.285714285714286,21.8077647945722,8.97245341271543,2.61646278486034e-05,0.000446112378590204,0.000286595152871511,"Shisa7/Zdhhc2/Apoe/Shisa6",4
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","16/379","362/28928",0.0441988950276243,3.37357687429846,5.23610954437191,2.69745035827149e-05,0.000458004592081514,0.000294235045658824,"Lrp1/Pdgfra/Zfp36l2/Spry4/Gpnmb/Spry1/Itgav/Cav1/Ndrg2/Prkca/Trf/Dab2/Apoe/Dusp6/Bmp4/Dusp15",16
"GO:0010594","GO:0010594","regulation of endothelial cell migration","11/379","181/28928",0.0607734806629834,4.63866820216038,5.65797899693988,2.91390212050534e-05,0.000492574189276729,0.000316443528248299,"Adgrb1/Plpp3/Rin2/Rhoj/Sash1/Ptn/Sema5a/Prkca/Apoe/Sparc/Bmp4",11
"GO:0071825","GO:0071825","protein-lipid complex organization","6/379","46/28928",0.130434782608696,9.95571871056556,7.00392651606574,2.92522586024463e-05,0.000492574189276729,0.000316443528248299,"Abcg1/Mfsd2a/Lcat/Pla2g7/Apoe/Soat1",6
"GO:0055074","GO:0055074","calcium ion homeostasis","16/379","365/28928",0.0438356164383562,3.34584884519464,5.19661329016297,2.97950244509591e-05,0.000499649072582956,0.000320988632486616,"Adora1/P2rx7/Itgav/Cav1/Sv2b/Atp1b1/Nt5e/Dbi/S100b/Prkca/Mcur1/Apoe/Fzd9/Itpr2/Cav2/Grina",16
"GO:0030336","GO:0030336","negative regulation of cell migration","15/379","326/28928",0.0460122699386503,3.51198666170258,5.25537584233707,3.0279851783514e-05,0.000505698344335326,0.000324874854985329,"Lrp1/Atp1b2/Abhd2/Adora1/Adgrb1/Stat3/Ptprj/Cav1/Ptn/Igfbp3/Ptprt/Apoe/Cdh11/Plxnb3/Cnn2",15
"GO:0099172","GO:0099172","presynapse organization","7/379","68/28928",0.102941176470588,7.85720937451498,6.52273231012881,3.05812687459376e-05,0.000508647633223247,0.000326769561207934,"Nlgn3/Slitrk3/Pcdh17/Slitrk2/Il1rap/Lrrtm3/Mdga2",7
"GO:0001764","GO:0001764","neuron migration","12/379","216/28928",0.0555555555555556,4.2403987100557,5.50768959384078,3.09980048310752e-05,0.000513483210108258,0.000329876071950723,"Ptprz1/Ascl1/Stat3/Chl1/Ntrk2/Adgrl3/Mdga2/Cntn2/Reln/Lhx1/Celsr3/Fyn",12
"GO:0035725","GO:0035725","sodium ion transmembrane transport","11/379","184/28928",0.0597826086956522,4.56303774234255,5.58639428358862,3.38941336031823e-05,0.000559184592846023,0.000359235927002405,"Atp1b2/Neto1/Slc9a9/Slc6a9/Slc6a1/Atp1a2/Scn1b/Atp1b1/Slc17a6/Slc4a4/Slc6a11",11
"GO:0031643","GO:0031643","positive regulation of myelination","5/379","29/28928",0.172413793103448,13.1598580656901,7.54852242618183,3.44627911443546e-05,0.000563999493627491,0.000362329154834115,"Sox10/Qki/S100b/Zfp488/Trf",5
"GO:0035235","GO:0035235","ionotropic glutamate receptor signaling pathway","5/379","29/28928",0.172413793103448,13.1598580656901,7.54852242618183,3.44627911443546e-05,0.000563999493627491,0.000362329154834115,"Gria3/Grik3/Grin3a/Gria1/Plp1",5
"GO:0097475","GO:0097475","motor neuron migration","4/379","15/28928",0.266666666666667,20.3539138082674,8.63860679330821,3.53105017593716e-05,0.000575561178677756,0.000369756706844451,"Ascl1/Reln/Lhx1/Celsr3",4
"GO:0016358","GO:0016358","dendrite development","15/379","331/28928",0.0453172205438066,3.45893550367081,5.184140333774,3.60513068251731e-05,0.000585295120767253,0.000376010065314345,"Ptprz1/Dscam/Nlgn3/Prex1/Dock10/Bmp7/Grin3a/Ntrk2/Ptn/Chrna3/Mfsd2a/Dnm3/Apoe/Reln/Fyn",15
"GO:0032409","GO:0032409","regulation of transporter activity","12/379","220/28928",0.0545454545454545,4.16330055169105,5.42657964172809,3.70858817376689e-05,0.000599702254289686,0.000385265613540445,"Cacng4/Atp1b2/Neto1/Nlgn3/Slc6a9/Cav1/Atp1a2/Scn1b/Atp1b1/Shisa9/Ehd3/Reln",12
"GO:1990573","GO:1990573","potassium ion import across plasma membrane","6/379","48/28928",0.125,9.54089709762533,6.82340840566422,3.74881498215778e-05,0.000603811108786283,0.000387905257359118,"Atp1b2/Kcnj10/Kcnj16/Atp1a2/Atp1b1/Slc12a4",6
"GO:0048706","GO:0048706","embryonic skeletal system development","10/379","154/28928",0.0649350649350649,4.95631018058459,5.67187207198512,3.81915618053637e-05,0.000612718954160854,0.000393627908039534,"Xylt1/Sulf2/Pdgfra/Chst11/Eya1/Prrx1/Bmp7/Mmp16/Lhx1/Bmp4",10
"GO:0030198","GO:0030198","extracellular matrix organization","15/379","333/28928",0.045045045045045,3.43816111626138,5.15602862352588,3.86182045879577e-05,0.00061713405370952,0.000396464292302377,"Sulf2/Tnr/Pdgfra/Antxr1/Aebp1/Matn4/Mmp16/Cav1/Mmp15/Mmp2/Sema5a/Cyp2j6/Cav2/Cst3/Pmp22",15
"GO:1903035","GO:1903035","negative regulation of response to wounding","8/379","96/28928",0.0833333333333333,6.36059806508355,6.06160077288776,3.91978483002108e-05,0.000623950124309996,0.000400843127971317,"Xylt1/Serpine2/Tnr/Pdgfra/Stat3/Ajap1/Apoe/Anxa5",8
"GO:0045229","GO:0045229","external encapsulating structure organization","15/379","334/28928",0.0449101796407186,3.42786722070371,5.14205314697112,3.99609454293414e-05,0.000633621994648117,0.000407056609800418,"Sulf2/Tnr/Pdgfra/Antxr1/Aebp1/Matn4/Mmp16/Cav1/Mmp15/Mmp2/Sema5a/Cyp2j6/Cav2/Cst3/Pmp22",15
"GO:0043062","GO:0043062","extracellular structure organization","15/379","335/28928",0.0447761194029851,3.41763478123892,5.12813074028595,4.13445903482985e-05,0.000653020177012854,0.000419518548332184,"Sulf2/Tnr/Pdgfra/Antxr1/Aebp1/Matn4/Mmp16/Cav1/Mmp15/Mmp2/Sema5a/Cyp2j6/Cav2/Cst3/Pmp22",15
"GO:0055088","GO:0055088","lipid homeostasis","11/379","189/28928",0.0582010582010582,4.44232245815359,5.47044276602661,4.33097093021339e-05,0.000679803189933234,0.000436724709942255,"Adora1/Minar2/Cav1/Abhd4/Npc1/Abcg1/Lcat/Scd1/Apoe/Soat1/Tlcd1",11
"GO:0021700","GO:0021700","developmental maturation","17/379","418/28928",0.0406698564593301,3.10421532362929,4.99293099224122,4.33739458607708e-05,0.000679803189933234,0.000436724709942255,"Xylt1/Epas1/Bcan/Cspg4/Abhd2/Ascl1/Sox10/C1ql2/Ednrb/Mmp2/Sirt2/Srrm4/Cntn2/Reln/Sox8/Nfasc/Pmp22",17
"GO:0048864","GO:0048864","stem cell development","8/379","98/28928",0.0816326530612245,6.23078994130634,5.97632007541352,4.54755691875959e-05,0.000710011281377216,0.000456131238433358,"Sox10/Ednrb/Sema3d/Sema5b/Bmp7/Sema5a/Sox8/Bmp4",8
"GO:0036293","GO:0036293","response to decreased oxygen levels","16/379","379/28928",0.0422163588390501,3.22225548415842,5.01757639791597,4.67063585005535e-05,0.000726444316373112,0.000466688282807861,"Ddah1/Epas1/Cpt1a/Adora1/Slc1a1/Cryab/Arnt2/Stat3/Chrna4/Cav1/Sox2/Atp1b1/Mmp2/Sirt2/Itpr2/Kcnd2",16
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","15/379","339/28928",0.0442477876106195,3.37730870712401,5.07296423221679,4.73097295643536e-05,0.000733030980892551,0.00047091974155112,"Adora1/P2rx7/Itgav/Cav1/Sv2b/Atp1b1/Dbi/S100b/Prkca/Mcur1/Apoe/Fzd9/Itpr2/Cav2/Grina",15
"GO:1903825","GO:1903825","organic acid transmembrane transport","10/379","158/28928",0.0632911392405063,4.83083397348118,5.56323999148113,4.74950817314902e-05,0.000733115371423571,0.000470973956404371,"Slc38a3/Kcnj10/Slc1a1/Slc6a9/Slc7a3/Ttyh1/Slc1a3/Slc25a18/Slc17a6/Slc6a11",10
"GO:0001894","GO:0001894","tissue homeostasis","14/379","301/28928",0.0465116279069767,3.55010124562803,5.12422988127309,4.93717842225046e-05,0.000756353461303407,0.000485902759641349,"Atp1b2/Pcdh15/Adora1/Slc1a1/P2rx7/Itgav/Minar2/Brinp1/Nt5e/Mfsd2a/Prkca/Trf/Tns3/Neurod1",14
"GO:0060249","GO:0060249","anatomical structure homeostasis","14/379","301/28928",0.0465116279069767,3.55010124562803,5.12422988127309,4.93717842225046e-05,0.000756353461303407,0.000485902759641349,"Atp1b2/Pcdh15/Adora1/Slc1a1/P2rx7/Itgav/Minar2/Brinp1/Nt5e/Mfsd2a/Prkca/Trf/Tns3/Neurod1",14
"GO:2000146","GO:2000146","negative regulation of cell motility","15/379","342/28928",0.043859649122807,3.34768319214924,5.03212825485681,5.22672255006612e-05,0.000796529596166059,0.00051171303988763,"Lrp1/Atp1b2/Abhd2/Adora1/Adgrb1/Stat3/Ptprj/Cav1/Ptn/Igfbp3/Ptprt/Apoe/Cdh11/Plxnb3/Cnn2",15
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","11/379","193/28928",0.0569948186528497,4.35025359891725,5.38054897305066,5.23852593306758e-05,0.000796529596166059,0.00051171303988763,"P2rx7/Cav1/Atp1a2/Atp1b1/Adcyap1r1/Dbi/Ehd3/Plp1/Cacna2d1/Fyn/Bmp4",11
"GO:0008347","GO:0008347","glial cell migration","7/379","74/28928",0.0945945945945946,7.2201383441489,6.17289290994498,5.30781776667603e-05,0.000800398223235903,0.000514198354843446,"Ptprz1/Lrp1/Atp1b2/Cspg4/Vcan/Reln/Pmp22",7
"GO:0098884","GO:0098884","postsynaptic neurotransmitter receptor internalization","6/379","51/28928",0.117647058823529,8.97966785658855,6.57157878444339,5.32289370544613e-05,0.000800398223235903,0.000514198354843446,"Lrp1/Susd4/Hip1/Tspan7/Sirt2/Dnm3",6
"GO:0140239","GO:0140239","postsynaptic endocytosis","6/379","51/28928",0.117647058823529,8.97966785658855,6.57157878444339,5.32289370544613e-05,0.000800398223235903,0.000514198354843446,"Lrp1/Susd4/Hip1/Tspan7/Sirt2/Dnm3",6
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","11/379","194/28928",0.0567010309278351,4.32782961129396,5.35845706862069,5.4893918073851e-05,0.000822399691731408,0.000528332717684472,"Pdgfra/Spry1/Eya1/Bmp7/Sox2/Sema5a/Etv5/Lhx1/Sox8/Tnc/Bmp4",11
"GO:0060402","GO:0060402","calcium ion transport into cytosol","5/379","32/28928",0.15625,11.9261213720317,7.12521539945718,5.65839932114086e-05,0.000844614550683113,0.000542604168562842,"P2rx7/Cav1/Adcyap1r1/Cacna2d1/Bmp4",5
"GO:0034248","GO:0034248","regulation of amide metabolic process","7/379","75/28928",0.0933333333333333,7.12386983289358,6.11838705209244,5.78904304792776e-05,0.000860961694171738,0.000553106033814688,"Gsap/Spon1/Ntrk2/Abcg1/Lrrtm3/Apoe/Clu",7
"GO:0010524","GO:0010524","positive regulation of calcium ion transport into cytosol","4/379","17/28928",0.235294117647059,17.9593357131771,8.05893389723792,6.03025141103996e-05,0.000890336032608255,0.000571976935898413,"P2rx7/Cav1/Adcyap1r1/Bmp4",4
"GO:0061000","GO:0061000","negative regulation of dendritic spine development","4/379","17/28928",0.235294117647059,17.9593357131771,8.05893389723792,6.03025141103996e-05,0.000890336032608255,0.000571976935898413,"Nlgn3/Grin3a/Dnm3/Apoe",4
"GO:0022612","GO:0022612","gland morphogenesis","10/379","163/28928",0.0613496932515337,4.6826488822701,5.43247553350003,6.17839803776298e-05,0.000905244474702481,0.000581554538866018,"Sulf2/Bmp7/Cav1/Ptn/Mmp2/Etv5/Lims2/Tgfa/Tnc/Bmp4",10
"GO:0050768","GO:0050768","negative regulation of neurogenesis","10/379","163/28928",0.0613496932515337,4.6826488822701,5.43247553350003,6.17839803776298e-05,0.000905244474702481,0.000581554538866018,"Tnr/Gpr37l1/Sox10/Bmp7/Brinp1/Ptn/Sema5a/Sirt2/B2m/Bmp4",10
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","12/379","232/28928",0.0517241379310345,3.94795741970703,5.19433995253031,6.19787014581576e-05,0.000905244474702481,0.000581554538866018,"Pdgfra/Sox10/Spry1/Eya1/Bmp7/Sox2/Sema5a/Etv5/Lhx1/Sox8/Tnc/Bmp4",12
"GO:0099505","GO:0099505","regulation of presynaptic membrane potential","5/379","33/28928",0.151515151515152,11.5647237546974,6.99648034897881,6.59753125956947e-05,0.000960176424383771,0.000616844370020649,"Gria3/Grik3/Gria1/Kcna1/Kcna2",5
"GO:0098661","GO:0098661","inorganic anion transmembrane transport","9/379","133/28928",0.0676691729323308,5.16499692503025,5.54699553934701,6.75489224480141e-05,0.00097957956930839,0.000629309496640611,"Slc1a1/Ttyh1/Gabra3/Slc6a1/Slc1a3/Slc12a4/Gabrg3/Slc17a6/Gabrg1",9
"GO:0015711","GO:0015711","organic anion transport","18/379","477/28928",0.0377358490566038,2.88027082192463,4.7709699469813,6.8233846942889e-05,0.000986003284724371,0.000633436272291769,"Slc38a3/Kcnj10/Adora1/Slc1a1/P2rx7/Slc6a9/Slc7a3/Ttyh1/Slc6a1/Slc1a3/Ntrk2/Mfsd2a/Fabp7/Apoe/Slc25a18/Slc17a6/Slc4a4/Slc6a11",18
"GO:0006979","GO:0006979","response to oxidative stress","17/379","434/28928",0.0391705069124424,2.98977420570748,4.81224581923975,6.88337255619704e-05,0.000991157002349927,0.000636747165603944,"Epas1/Gpr37l1/Ptprn/Pdgfra/Slc1a1/Adam9/Cryab/Chrna4/Adcyap1r1/Mmp2/Etv5/Sirt2/Prkca/Apoe/Cst3/Fyn/Bmp4",17
"GO:0099068","GO:0099068","postsynapse assembly","8/379","104/28928",0.0769230769230769,5.87132129084636,5.7340591976982,6.95407683962879e-05,0.000997812081742511,0.000641022575988021,"Nlgn3/C1ql2/Dock10/Slitrk3/Csmd2/Nrxn3/Il1rap/Reln",8
"GO:0006672","GO:0006672","ceramide metabolic process","8/379","105/28928",0.0761904761904762,5.81540394521925,5.695523332966,7.44282318310798e-05,0.0010616523914278,0.000682035388435501,"P2rx7/Gm2a/Plpp3/Itgb8/Ugt8a/Neu4/Degs1/Fa2h",8
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","7/379","78/28928",0.0897435897435897,6.84987483932075,5.96069389031249,7.45110635456074e-05,0.0010616523914278,0.000682035388435501,"Itgav/Mmd2/Frmd7/Adcyap1r1/Arhgef3/Reln/Tns3",7
"GO:0021761","GO:0021761","limbic system development","9/379","135/28928",0.0666666666666667,5.08847845206684,5.48606553541568,7.58305406507834e-05,0.00107312233354249,0.000689404002200886,"Bcan/Atp1a2/Mfsd2a/Nhlh2/Tmem108/Reln/Kcna1/Neurod1/Gsx1",9
"GO:0006935","GO:0006935","chemotaxis","18/379","481/28928",0.0374220374220374,2.85631846581715,4.73023414980884,7.58427563338007e-05,0.00107312233354249,0.000689404002200886,"Lrp1/Dscam/Cmtm5/Pdgfra/Prex1/Itgav/Ednrb/Sema3d/Ptprj/Ptn/Mmp2/Sema5a/Pde4b/Prkca/Pla2g7/Nr4a1/Plxnb3/Bmp4",18
"GO:0007214","GO:0007214","gamma-aminobutyric acid signaling pathway","5/379","34/28928",0.147058823529412,11.2245848207357,6.87317115595015,7.65236643153629e-05,0.00107528942098312,0.000690796200189864,"Shisa7/Gabra3/Gabbr2/Gabrg3/Gabrg1",5
"GO:0034250","GO:0034250","positive regulation of amide metabolic process","5/379","34/28928",0.147058823529412,11.2245848207357,6.87317115595015,7.65236643153629e-05,0.00107528942098312,0.000690796200189864,"Gsap/Abcg1/Lrrtm3/Apoe/Clu",5
"GO:0042330","GO:0042330","taxis","18/379","483/28928",0.0372670807453416,2.84449106016159,4.710022734942,7.99210809027878e-05,0.00111916977552873,0.000718986175457527,"Lrp1/Dscam/Cmtm5/Pdgfra/Prex1/Itgav/Ednrb/Sema3d/Ptprj/Ptn/Mmp2/Sema5a/Pde4b/Prkca/Pla2g7/Nr4a1/Plxnb3/Bmp4",18
