"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-428643","R-MMU-428643","Organic anion transporters","1/3","11/8691",0.0909090909090909,263.363636363636,16.1789648343531,0.00379266349416085,0.0116511375069936,0.00566047166331674,"Slc17a6",1
"R-MMU-622323","R-MMU-622323","Presynaptic nicotinic acetylcholine receptors","1/3","11/8691",0.0909090909090909,263.363636363636,16.1789648343531,0.00379266349416085,0.0116511375069936,0.00566047166331674,"Chrna3",1
"R-MMU-629594","R-MMU-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors","1/3","11/8691",0.0909090909090909,263.363636363636,16.1789648343531,0.00379266349416085,0.0116511375069936,0.00566047166331674,"Chrna3",1
"R-MMU-181431","R-MMU-181431","Acetylcholine binding and downstream events","1/3","13/8691",0.0769230769230769,222.846153846154,14.8738831888492,0.00448120673345909,0.0116511375069936,0.00566047166331674,"Chrna3",1
"R-MMU-622327","R-MMU-622327","Postsynaptic nicotinic acetylcholine receptors","1/3","13/8691",0.0769230769230769,222.846153846154,14.8738831888492,0.00448120673345909,0.0116511375069936,0.00566047166331674,"Chrna3",1
